"","Day_of_Week","Director","Genre","Movie_Title","Release_Date","Studio","Adjusted_Gross","Budget","Gross_rev","IMDb_Rating","MovieLens_Rating","Overseas_rev","Overseas_Perc","Profit","Profit_perc","Runtime_min","US_rev","US_perc","adjusted_Gross2","Adjusted_Gross2","MovieLens_Rating2","Profit_log","Profit_perc_log"
"524","Friday","Pete Docter","animation","Up","29/05/2009","Buena Vista Studios",810.6,175,731.3,8.3,4.04,438.3,59.9,556.3,317.9,96,293,40.1,810.6,2.90880659940567,8.08,2.74530905994083,2.50229052791477
"525","Tuesday","Michael Bay","action","Transformers","3/7/2007","Pacific Data/DreamWorks",814.1,151,709.7,7.1,3.33,390.5,55,558.7,370,144,319.2,45,814.1,2.91067775474271,6.66,2.74717867136016,2.56820172406699
"526","Friday","Mike Mitchell","animation","Shrek Forever After","21/05/2010","Pacific Data/DreamWorks",820.8,165,752.6,6.4,3.27,513.9,68.3,587.6,356.1,93,238.7,31.7,820.8,2.91423734776774,6.54,2.76908178711822,2.55157197367425
"527","Wednesday","Robert Zemeckis","adventure","Back to the Future","3/7/1985","Universal",842.3,19,381.1,8.5,3.91,170.5,44.7,362.1,1905.8,116,210.6,55.3,842.3,2.92546680069154,7.82,2.55882852481701,3.28007732261195
"528","Friday","Garry Marshall","comedy","Pretty Woman","23/03/1990","Buena Vista Studios",843.1,14,463.4,6.9,3.43,285,61.5,449.4,3210,119,178.4,38.5,843.1,2.9258790893015,6.86,2.65263306808311,3.50650503240487
"529","Wednesday","Gore Verbinski","action","Pirates of the Caribbean: The Curse of the Black Pearl","9/7/2003","Buena Vista Studios",845.6,125,654.3,8.1,3.86,348.9,53.3,529.3,423.4,143,305.4,46.7,845.6,2.92716497429937,7.72,2.72370189399127,2.62675085368339
"530","Friday","Roland Emmerich","action","2012","13/11/2009","Sony",853.2,200,769.7,5.8,2.8,603.6,78.4,569.7,284.9,158,166.1,21.6,853.2,2.93105084677739,5.6,2.75564621945668,2.45469244923948
"531","Wednesday","Ron Clements, John Musker","animation","Aladdin","11/11/1992","Buena Vista Studios",854.4,28,504.1,8,3.68,286.7,56.9,476.1,1700.4,90,217.4,43.1,854.4,2.93166123968448,7.36,2.67769818147451,3.23055109629509
"532","Thursday","George Lucas","sci-fi","Star Wars: Episode II - Attack of the Clones","16/05/2002","Fox",858.4,115,649.4,6.7,3.12,338.7,52.2,534.4,464.7,142,310.7,47.8,858.4,2.93368970895789,6.24,2.72786644946749,2.66717267247887
"533","Friday","Bill Condon","drama","The Twilight Saga: Breaking Dawn Part 2","16/11/2012","Lionsgate/Summit",859.4,136.2,829.7,8.2,2.67,537.4,64.8,693.5,509.2,115,292.3,35.2,859.4,2.93419534934788,5.34,2.8410464654093,2.70688839498162
"534","Friday","Chris Columbus","adventure","Home Alone","16/11/1990","Fox",867.3,15,476.7,7.4,3.09,190.9,40.1,461.7,3078,103,285.8,59.9,867.3,2.93816934639032,6.18,2.66435987455114,3.48826861549546
"535","Thursday","Steven Spielberg","action","Indiana Jones and the Kingdom of the Crystal Skull","22/05/2008","Paramount Pictures",868.8,185,786.6,6.2,2.95,469.5,59.7,601.6,325.2,122,317.1,40.3,868.8,2.93891981224477,5.9,2.77930782758359,2.51215053692203
"536","Wednesday","Barry Sonnenfeld","action","Men in Black","2/7/1997","Sony",873.3,90,589.4,7.2,3.56,338.7,57.5,499.4,554.9,98,250.7,42.5,873.3,2.94116346015847,7.12,2.69844853801533,2.74421472481417
"537","Friday","Francis Lawrence","action","The Hunger Games: Catching Fire","22/11/2013","Lionsgate",882.9,130,864.9,7.7,3.73,440.2,50.9,734.9,565.3,146,424.7,49.1,882.9,2.94591151681927,7.46,2.86622824737965,2.75227898546012
"538","Friday","Ron Howard","thriller","The Da Vinci Code","19/05/2006","Sony",894.4,125,758.2,6.5,3.13,540.7,71.3,633.2,506.6,149,217.5,28.7,894.4,2.95153179054235,6.26,2.80154090619032,2.70466518545453
"539","Friday","Christopher Nolan","action","Inception","16/07/2010","WB",900.3,160,825.5,8.8,4.16,533,64.6,665.5,415.9,148,292.6,35.4,900.3,2.95438725014451,8.32,2.82314805981069,2.61898892036493
"540","Friday","Andrew Adamson","adventure","The Chronicles of Narnia: The Lion, the Witch and the Wardrobe","9/12/2005","Buena Vista Studios",907.1,180,745,6.9,3.48,453.3,60.8,565,313.9,143,291.7,39.2,907.1,2.95765516694349,6.96,2.75204844781944,2.49679131570004
"541","Tuesday","James Cameron","action","Terminator 2: Judgment Day","2/7/1991","TriStar",907.6,100,519.8,8.5,3.93,315,60.6,419.8,419.8,137,204.8,39.4,907.6,2.9578944872129,7.86,2.62304243424638,2.62304243424638
"542","Friday","Steve Martino, Michael Thurmeier","animation","Ice Age: Continental Drift","13/07/2012","Fox",908.6,95,877.2,6.7,3.21,715.9,81.6,782.2,823.4,88,161.3,18.4,908.6,2.95837273247861,6.42,2.89331781161611,2.91561086266147
"543","Wednesday","Steven Spielberg","action","Indiana Jones and the Last Crusade","24/05/1989","Paramount Pictures",909.4,48,474.2,8.3,4.01,277,58.4,426.2,887.9,127,197.2,41.6,909.4,2.95875494986909,8.02,2.62961344537818,2.94836405598837
"544","Thursday","Steven Spielberg","action","The Lost World: Jurassic Park","22/05/1997","Universal",916.5,75,618.6,6.5,2.96,389.6,63,543.6,724.8,129,229.1,37,916.5,2.96213246929824,5.92,2.73527944806046,2.86021818466876
"545","Friday","Chris Miller, Raman Hui","animation","Shrek the Third","18/05/2007","Pacific Data/DreamWorks",916.6,160,799,6,3.09,476.2,59.6,639,399.4,93,322.7,40.4,916.6,2.96217985290877,6.18,2.8055008581584,2.60140806053468
"546","Friday","Jerry Zucker","drama","Ghost","13/07/1990","Paramount Pictures",920.1,22,505.7,7,3.45,288.1,57,483.7,2198.6,127,217.6,43,920.1,2.96383503070215,6.9,2.68457608738846,3.34214622363347
"547","Wednesday","Michael Bay","action","Transformers: Revenge of the Fallen","24/06/2009","Pacific Data/DreamWorks",927,210,836.3,6,2.95,434.2,51.9,626.3,298.2,150,402.1,48.1,927,2.9670797341445,5.9,2.79678241170131,2.47450763911698
"548","Friday","John Badham","drama","Saturday Night Fever","16/12/1977","Paramount Pictures",930.4,3.5,237.1,6.8,3.28,142.9,60.3,233.6,6674.3,118,94.2,39.7,930.4,2.96866970172039,6.56,2.36847283844036,3.82440572365776
"549","Thursday","Lana Wachowski, Andy Wachowski","sci-fi","The Matrix Reloaded","15/05/2003","WB",959.1,127,742.1,7.2,3.3,460.6,62.1,615.1,484.3,138,281.6,37.9,959.1,2.98186389099135,6.6,2.78894572702375,2.68511446904654
"550","Wednesday","Peter Jackson","adventure","The Hobbit: The Battle of the Five Armies","17/12/2014","WB",959.4,250,955.1,7.5,3.43,700,73.3,705.1,282,144,255.1,26.7,959.4,2.98199971412988,6.86,2.84825071467704,2.45024910831936
"551","Friday","M. Night Shyamalan","drama","The Sixth Sense","6/8/1999","Buena Vista Studios",960.4,40,672.8,8.2,4.06,379.3,56.4,632.8,1582,107,293.5,43.6,960.4,2.98245215138499,8.12,2.80126647048962,3.19920647916166
"552","Friday","Peter Jackson","adventure","The Hobbit: The Desolation of Smaug","13/12/2013","WB",980.4,250,960.4,8,3.74,702,73.1,710.4,284.2,161,258.4,26.9,980.4,2.99140330258004,7.48,2.85150295277054,2.45362407359145
"553","Wednesday","Carlos Saldanha, Michael Thurmeier","animation","Ice Age: Dawn of the Dinosaurs","1/7/2009","Fox",982.9,90,886.7,7,3.4,690.1,77.8,796.7,885.2,94,196.6,22.2,982.9,2.99250933506778,6.8,2.90129481716557,2.94704140525522
"554","Wednesday","Sam Raimi","action","Spider-Man 2","30/06/2004","Sony",986.7,200,783.8,7.3,3.55,410.2,52.3,583.8,291.9,127,373.6,47.7,986.7,2.99418512820232,7.1,2.766264090652,2.46523409498801
"555","Tuesday","Chris Renaud, Pierre Coffin","animation","Despicable Me 2","2/7/2013","Universal",991,76,970.8,7.5,3.74,602.7,62.1,894.8,1177.4,98,368.1,37.9,991,2.99607365448528,7.48,2.95172597542459,3.07092403147615
"556","Friday","Alfonso Cuar<U+0084>n","adventure","Harry Potter and the Prisoner of Azkaban","4/6/2004","WB",1003,130,796.7,7.8,3.75,547.1,68.7,666.7,512.9,141,249.5,31.3,1003,3.00130093302042,7.5,2.82393045512556,2.71003269906575
"557","Friday","Steven Spielberg","action","Raiders of the Lost Ark","12/6/1981","Paramount Pictures",1020,20,389.9,8.6,4.21,141.8,36.4,369.9,1849.5,115,248.2,63.6,1020,3.00860017176192,8.42,2.56808433131539,3.26705433565141
"558","Friday","Sam Raimi","action","Spider-Man 3","4/5/2007","Sony",1022,258,890.9,6.2,3.02,554.3,62.2,632.9,245.3,139,336.5,37.8,1022,3.00945089579869,6.04,2.80133509567455,2.38969754820639
"559","Thursday","George Lucas","action","Star Wars: Episode III - Revenge of the Sith","19/05/2005","Fox",1033.5,115,848.8,7.7,3.47,468.5,55.2,733.8,638.1,140,380.3,44.8,1033.5,3.01431048096331,6.94,2.86557770741993,2.80488874462239
"560","Wednesday","David Yates","adventure","Harry Potter and the Half-Blood Prince","15/07/2009","WB",1035.7,250,934.4,7.5,3.82,632.5,67.7,684.4,273.8,153,302,32.3,1035.7,3.01523397624671,7.64,2.83531000086906,2.43743344379797
"561","Friday","David Yates","adventure","Harry Potter and the Deathly Hallows Part 1","19/11/2010","WB",1047.3,125,960.3,8.1,3.89,664.3,69.2,835.3,668.2,146,296,30.8,1047.3,3.02007110353384,7.78,2.92184248140586,2.82490647130211
"562","Friday","Peter Jackson","adventure","The Hobbit: An Unexpected Journey","14/12/2012","WB",1053.4,250,1017,8,3.79,714,70.2,767,306.8,169,303,29.8,1053.4,3.02259331402146,7.58,2.88479536394898,2.48685535527694
"563","Wednesday","David Yates","adventure","Harry Potter and the Order of the Phoenix","11/7/2007","WB",1078.2,150,939.9,7.4,3.74,647.9,68.9,789.9,526.6,138,292,31.1,1078.2,3.03269932749262,7.48,2.89757211382573,2.72148085477005
"564","Friday","Sam Raimi","action","Spider-Man","3/5/2002","Sony",1086.2,139,821.7,7.3,3.57,418,50.9,682.7,491.2,121,403.7,49.1,1086.2,3.03590979845661,7.14,2.83422990285168,2.69125835813311
"565","Wednesday","Robert Zemeckis","drama","Forrest Gump","6/7/1994","Paramount Pictures",1087.8,55,677.9,8.8,4.04,347.7,51.3,622.9,1132.6,142,330.3,48.7,1087.8,3.03654905447915,8.08,2.79441833087414,3.05407655729051
"566","Friday","Mike Newell","adventure","Harry Potter and the Goblet of Fire","18/11/2005","WB",1092.1,150,896.9,7.6,3.72,606.9,67.7,746.9,497.9,157,290,32.3,1092.1,3.03826240710478,7.44,2.87326245943873,2.69714212627546
"567","Friday","Gore Verbinski","action","Pirates of the Caribbean: At World's End","25/05/2007","Buena Vista Studios",1105.2,300,963.4,7.1,3.4,654,67.9,663.4,221.1,169,309.4,32.1,1105.2,3.04344087624447,6.8,2.82177546718346,2.34458874257871
"568","Friday","Rob Marshall","action","Pirates of the Caribbean: On Stranger Tides","20/05/2011","Buena Vista Studios",1105.5,250,1045.7,6.7,3.34,804.6,76.9,795.7,318.3,137,241.1,23.1,1105.5,3.04355874691473,6.68,2.90074935806108,2.502836638621
"569","Friday","Michael Bay","action","Transformers: Age of Extinction","27/06/2014","Paramount Pictures",1109,210,1104,5.8,2.53,858.6,77.8,894,425.7,165,245.4,22.2,1109,3.04493154614916,5.06,2.95133751879592,2.62910365017714
"570","Friday","Christopher Nolan","action","The Dark Knight","18/07/2008","WB",1109.6,185,1004.6,9,4.5,469.7,46.8,819.6,443,152,534.9,53.2,1109.6,3.04516644806523,9,2.91360194972916,2.64640372622307
"571","Friday","Tim Burton","adventure","Alice in Wonderland","5/3/2010","Buena Vista Studios",1118.4,200,1025.5,6.5,3.27,691.3,67.4,825.5,412.8,108,334.2,32.6,1118.4,3.04859715840161,6.54,2.91671707759881,2.61573968861916
"572","Friday","Christopher Nolan","action","The Dark Knight Rises","20/07/2012","WB",1123.2,275,1084.4,8.5,4.01,636.3,58.7,809.4,294.3,165,448.1,41.3,1123.2,3.05045709478573,8.02,2.90816320005555,2.46879026209961
"573","Wednesday","Richard Marquand","action","Return of the Jedi","25/05/1983","Fox",1134.3,32.5,475.1,8.4,3.99,165.8,34.9,442.6,1361.9,134,309.3,65.1,1134.3,3.0547279320822,7.98,2.64601140959124,3.13414521988029
"574","Thursday","Sam Mendes","action","Skyfall","8/11/2012","Sony",1148.2,200,1108.6,7.8,3.81,804.2,72.5,908.6,454.3,143,304.4,27.5,1148.2,3.0600175425316,7.62,2.95837273247861,2.65734273681463
"575","Wednesday","Andrew Adamson, Kelly Asbury, Conrad Vernon","animation","Shrek 2","19/05/2004","DreamWorks",1157.9,70,919.8,7.2,3.59,478.6,52,849.8,1214,93,441.2,48,1157.9,3.06367105393072,7.18,2.9293167267535,3.08421868673924
"576","Friday","Lee Unkrich","animation","Toy Story 3","18/06/2010","Buena Vista Studios",1159.5,200,1063.2,8.4,4.01,648.2,61,863.2,431.6,103,415,39,1159.5,3.06427075297401,8.02,2.93611143167485,2.63508143601087
"577","Friday","Chris Columbus","adventure","Harry Potter and the Chamber of Secrets","15/11/2002","WB",1161.9,100,879,7.3,3.58,617,70.2,779,779,161,262,29.8,1161.9,3.06516875170575,7.16,2.89153745767256,2.89153745767256
"578","Wednesday","Peter Jackson","action","The Lord of the Rings: The Fellowship of the Ring","19/12/2001","New Line Cinema",1170.2,109,871.5,8.8,4.14,556,63.8,762.5,699.5,178,315.5,36.2,1170.2,3.0682600937747,8.28,2.88223984801882,2.84478771882785
"579","Wednesday","Michael Bay","action","Transformers: Dark of the Moon","29/06/2011","Pacific Data/DreamWorks",1188.1,195,1123.8,6.3,2.97,771.4,68.6,928.8,476.3,157,352.4,31.4,1188.1,3.07485299588125,5.94,2.96792220673052,2.67788058151159
"580","Wednesday","Steven Spielberg","drama","Close Encounters of the Third Kind","16/11/1977","Colombia Pictures",1192.2,20,303.8,7.7,3.78,171.7,56.5,283.8,1419,132,132.1,43.5,1192.2,3.07634911749346,7.56,2.45301239112146,3.15198239545747
"581","Friday","Andrew Stanton, Lee Unkrich","animation","Finding Nemo","30/05/2003","Buena Vista Studios",1210.6,94,936.7,8.2,3.89,555.9,59.3,842.7,896.5,100,380.8,40.7,1210.6,3.08300066957653,7.78,2.92567299392124,2.9525502938982
"582","Wednesday","Peter Jackson","action","The Lord of the Rings: The Two Towers","18/12/2002","New Line Cinema",1224.1,94,926,8.7,4.1,583.5,63,832,885.1,179,342.6,37,1224.1,3.08781689793553,8.2,2.92012332629072,2.94699234074837
"583","Wednesday","Roland Emmerich","action","Independence Day","3/7/1996","Fox",1238.9,75,817.4,6.9,3.4,511.2,62.5,742.4,989.9,145,306.2,37.5,1238.9,3.09303625294516,6.8,2.87063796321081,2.99559132425235
"584","Friday","Shane Black","action","Iron Man 3","3/5/2013","Buena Vista Studios",1240.7,200,1215.4,7.3,3.68,806.4,66.3,1015.4,507.7,130,409,33.7,1240.7,3.0936667822279,7.36,3.00663715906859,2.70560716340461
"585","Friday","Colin Trevorrow","action","Jurassic World","12/6/2015","Universal",1245.9,215,1245.9,7.5,3.45,745.5,59.8,1030.9,479.5,124,500.4,40.2,1245.9,3.09548318582954,6.9,3.01321653962444,2.68078861150668
"586","Friday","Gore Verbinski","action","Pirates of the Caribbean: Dead Man's Chest","7/7/2006","Buena Vista Studios",1257.7,225,1066.2,7.3,3.47,642.9,60.3,841.2,373.9,151,423.3,39.7,1257.7,3.09957706091671,6.94,2.92489926401428,2.57275546515422
"587","Friday","Chris Buck, Jennifer Lee","animation","Frozen","22/11/2013","Buena Vista Studios",1300.7,150,1274.2,7.7,3.71,873.5,68.6,1124.2,749.5,102,400.7,31.4,1300.7,3.11417714024445,7.42,3.05084358095692,2.8747716371843
"588","Friday","Chris Columbus","adventure","Harry Potter and the Sorcerer's Stone","16/11/2001","WB",1308.9,125,974.8,7.5,3.62,657.2,67.4,849.8,679.8,152,317.6,32.6,1308.9,3.11690646770648,7.24,2.9293167267535,2.83238116024704
"589","Friday","Joss Whedon","action","Avengers: Age of Ultron","1/5/2015","Buena Vista Studios",1371.6,250,1371.6,7.9,3.75,919.1,67,1121.6,448.6,141,452.5,33,1371.6,3.13722747644291,7.5,3.04983800062258,2.65185926924695
"590","Wednesday","Francis Ford Coppola","crime","The Godfather","15/03/1972","Paramount Pictures",1394.4,7,245.1,9.2,4.36,110.1,44.9,238.1,3401.4,175,135,55.1,1394.4,3.14438737410194,8.72,2.37675939540488,3.53165770737461
"591","Friday","David Yates","fantasy","Harry Potter and the Deathly Hallows Part 2","15/07/2011","WB",1418.2,125,1341.5,8.1,3.96,960.5,71.6,1216.5,973.2,130,381,28.4,1418.2,3.15173748103852,7.92,3.08511211326684,2.98820210025878
"592","Friday","Randal Kleiser","musical","Grease","16/06/1978","Paramount Pictures",1440.7,6,395,7.2,3.31,206.2,52.2,389,6483.3,110,188.8,47.8,1440.7,3.15857355617226,6.62,2.58994960132571,3.81179611805981
"593","Wednesday","Peter Jackson","fantasy","The Lord of the Rings: The Return of the King","17/12/2003","New Line Cinema",1447.4,94,1119.9,8.9,4.14,742.1,66.3,1025.9,1091.4,201,377.8,33.7,1447.4,3.16058856829003,8.28,3.01110502981598,3.03798394944713
"594","Wednesday","George Lucas","sci-fi","Star Wars: Episode I - The Phantom Menace","19/05/1999","Fox",1465.9,115,1027,6.6,3.1,552.5,53.8,912,793,136,474.5,46.2,1465.9,3.16610434484162,6.2,2.95999483832842,2.8992731873176
"595","Friday","James Wan","action","Furious 7","3/4/2015","Universal",1511.6,190,1511.6,7.6,3.34,1160.6,76.8,1321.6,695.6,137,351,23.2,1511.6,3.17943688324498,6.68,3.12110002997631,2.84235957333068
"596","Wednesday","Irvin Kershner","sci-fi","The Empire Strikes Back","21/05/1980","Fox",1553.8,23,538.4,8.8,4.18,247.9,46,515.4,2240.9,124,290.5,54,1553.8,3.19139511711211,8.36,2.71214441421489,3.35042247660771
"597","Friday","Joss Whedon","action","Marvel's The Avengers","4/5/2012","Buena Vista Studios",1572.9,220,1518.6,8.2,3.95,895.2,59,1298.6,590.3,143,623.4,41,1572.9,3.19670111243339,7.9,3.11347539853674,2.77107278322119
"598","Wednesday","Roger Allers, Rob Minkoff","animation","The Lion King","15/06/1994","Buena Vista Studios",1584.6,79.3,987.5,8.5,3.78,564.7,57.2,908.2,1145.3,89,422.8,42.8,1584.6,3.19991965159057,7.56,2.95818149756495,3.05891926071888
"599","Friday","Steven Spielberg","adventure","Jurassic Park","11/6/1993","Universal",1693.8,63,1029.2,8.1,3.66,626.7,60.9,966.2,1533.7,127,402.5,39.1,1693.8,3.22886212853056,7.32,2.9850670331505,3.18574041757496
"600","Wednesday","Wolfgang Reitherman, Clyde Geronimi, Hamilton Luske","animation","101 Dalmatians","25/01/1961","Disney",1717.1,75,215.9,6.4,3.42,71,32.9,140.9,187.9,79,144.9,67.1,1717.1,3.23479558822064,6.84,2.14891099310936,2.27392678010053
"601","Friday","Steven Spielberg","adventure","E.T.: The Extra-Terrestrial","11/6/1982","Universal",1953.9,10.5,792.9,7.9,3.76,357.8,45.1,782.4,7451.4,115,435.1,54.9,1953.9,3.29090233289375,7.52,2.89342884177954,3.87223787746684
"602","Friday","Steven Spielberg","thriller","Jaws","20/06/1975","Universal",2080.6,12,470.7,8.1,3.81,210.7,44.8,458.7,3822.5,124,260,55.2,2080.6,3.3181885941518,7.62,2.66152874013198,3.58234749408436
"603","Tuesday","Richard Fleischer","adventure","Doctor Dolittle","19/12/1967","Fox",2096.8,70.5,294.5,5.3,3.01,150.3,51,224,317.7,152,144.2,49,2096.8,3.32155700793854,6.02,2.35024801833416,2.50201721482715
"604","Wednesday","William Friedkin","horror","The Exorcist","26/12/1973","WB",2363.6,12,441.3,6.9,3.39,208.4,47.2,429.3,3577.5,122,232.9,52.8,2363.6,3.37357398130763,6.78,2.63276088847944,3.55357964243181
"605","Wednesday","George Lucas","action","Star Wars","25/05/1977","Fox",3042.8,11,775.4,8.7,4.19,314.4,40.5,764.4,6949.1,121,461,59.5,3042.8,3.48327340758298,8.38,2.88332067838298,3.84192856137519
"606","Friday","James Cameron","sci-fi","Avatar","18/12/2009","Fox",3090.4,237,2788,7.9,3.78,2027.5,72.7,2551,1076.4,162,760.5,27.3,3090.4,3.49001469513676,7.56,3.40671045860979,3.03197368909172
"607","Wednesday","James Cameron","drama","Titanic","17/12/1997","Paramount Pictures",3240.1,200,2186.8,7.7,3.38,1528.1,69.9,1986.8,993.4,194,658.7,30.1,3240.1,3.51055841415044,6.76,3.29815415132319,2.9971241556592
"608","Friday","George Cukor, Victor Fleming, Sam Wood","drama","Gone with the Wind","15/12/1939","MGM",6846.7,3.9,400.2,8.2,3.83,201.5,50.4,396.3,10161.5,238,198.7,49.6,6846.7,3.83548129892049,7.66,2.59802407233419,4.00695782149503
